Build No.,Project Code,Serial No.,Build Letter,Customer,Date,Gbox/Diff,Pass/Fail,Tested by,Mass
1202B-153R-B,1202B,153,B,Skoda,29/07/2016,Diff,PASS,RC,36.2
1202B-155R-A,1202B,155,A,Skoda,29/07/2016,Diff,PASS,RC,36.4
1202B-154R-A,1202B,154,A,Skoda,29/07/2016,Diff,PASS,RC,36.4
1202B-157R-A,1202B,157,A,Skoda,29/07/2016,Diff,PASS,RC,36.2
1202B-158R-A,1202B,158,A,Skoda,29/07/2016,Diff,PASS,RC,36.2
1202B-156R-A,1202B,156,A,Skoda,29/07/2016,Diff,PASS,RC,36.25
1529A-224-A,1529A,224,A,Mclaren Gt,29/07/2016,Gearbox,PASS,RC,57.4
1529A-225-A,1529A,225,A,Mclaren Gt,01/08/2016,Gearbox,PASS,RC,58.9
1232B-007-A,1232B,007,A,TMR,01/08/2016,Gearbox,PASS,PS,56.3
1529A-225-B,1529A,225,B,Mclaren Gt,02/08/2016,Gearbox,PASS,RC,58.9
1233A-003-A,1233A,003,A,Mahindra,03/08/2016,Gearbox,FAIL,RC,26.15
1233B-002-B,1233B,002,B,Dragon,02/08/2016,Gearbox,FAIL,PS,25
1232-008R-A,1232,008,A,TMR,05/08/2016,Diff,PASS,RC,22.8
1232B-008-A,1232B,008,A,TMR,08/08/2016,Gearbox,PASS,RC,56.3
1192B-EP4-C,1192B,EP4,C,Pagani,08/08/2016,Gearbox,PASS,PS,114.345
1209-044-A,1209,044,A,Michelotto,09/08/2016,Gearbox,PASS,PS,66.6
1209-043-A,1209,043,A,Michelotto,09/08/2016,Gearbox,PASS,PS,66.45
1232-009R-A,1232,009,A,TMR,10/08/2016,Diff,PASS,PS,22.8
522-053R-B,522,053,B,X-raid,10/08/2016,Diff - Rear,FAIL,PS,53.954
522-002R-M,522,002,M,X-raid,10/08/2016,Diff - Rear,FAIL,PS,54.1
1202B-164R-A,1202B,164,A,Skoda,11/08/2016,Diff,PASS,PS,36.2
1007-054A-C,1007,054,C,Pagani,11/08/2016,Gearbox,PASS,PS,108.5
1202B-163R-A,1202B,163,A,Skoda,11/08/2016,Diff,PASS,PS,36.2
1202B-162R-A,1202B,162,A,Skoda,11/08/2016,Diff,PASS,PS,36.1
1202B-160R-A,1202B,160,A,Skoda,11/08/2016,Diff,PASS,PS,36.15
1202B-161R-A,1202B,161,A,Skoda,11/08/2016,Diff,PASS,PS,36.05
1202B-159R-A,1202B,159,A,Skoda,11/08/2016,Diff,PASS,PS,36.2
1202B-162-A,1202B,162,A,Skoda,11/08/2016,Gearbox,PASS,PS,57.6
1233B-003-A,1233B,003,A,Dragon,12/08/2016,Gearbox,PASS,PS,26.15
1202B-160-A,1202B,160,A,Skoda,12/08/2016,Gearbox,FAIL,PS,57.55
1202B-159-A,1202B,159,A,Skoda,12/08/2016,Gearbox,FAIL,PS,57.5
1202B-161-A,1202B,161,A,Skoda,11/08/2016,Gearbox,FAIL,PS,57.55
1233A-004-A,1233A,004,A,Mahindra,15/08/2016,Gearbox,PASS,PS,26.15
1233A-005-A,1233A,005,A,Mahindra,15/08/2016,Gearbox,PASS,PS,26.15
626-073-C,626,073,C,OAK,15/08/2016,Gearbox,PASS,PS,63.25
626-080-F,626,080,F,OAK,16/08/2016,Gearbox,FAIL,PS,63.65
1209-046-A,1209,046,A,Michelotto,16/08/2016,Gearbox,PASS,PS,66.45
1529A-117-B,1529A,117,B,Mclaren Gt,17/08/2016,Gearbox,PASS,PS,59.2
1529A-118-D,1529A,118,D,Mclaren Gt,17/08/2016,Gearbox,PASS,PS,57.7
529R-003-C,529R,003,C,Parker,17/08/2016,Gearbox,FAIL,PS,58.1
1159FC-024-A,1159FC,024,A,Dallara,18/08/2016,Gearbox,PASS,PS,63.65
1232B-009-A,1232B,009,A,TMR,18/08/2016,Gearbox,PASS,PS,56.15
1202B-164-A,1202B,164,A,Skoda,18/08/2016,Gearbox,PASS,DJF,57.25
1232B-009R-A,1232B,009,A,TMR,18/08/2016,Diff,PASS,PS,22.8
529V-085-A,529V,085,A,NOVA,18/08/2016,Gearbox,FAIL,PS,60.7
1152-095-A,1152,095,A,Oreca,18/08/2016,Gearbox,PASS,PS,65.5
1152-094-A,1152,094,A,Oreca,18/08/2016,Gearbox,PASS,PS,65.5
1152-093-A,1152,093,A,Oreca,18/08/2016,Gearbox,PASS,PS,65.25
1152-092-A,1152,092,A,Oreca,18/08/2016,Gearbox,PASS,PS,65.2
1159FC-024-B,1159FC,024,B,Dallara,19/08/2016,Gearbox,PASS,PS,63.65
1159C-012-C,1159C,012,C,Dragonspeed,19/08/2016,Gearbox,PASS,PS,67.9
1152-043-B,1152,043,B,Ginetta,19/08/2016,Gearbox,PASS,RC,65.15
1235-002F-A,1235,002,A,VW,19/08/2016,Diff,PASS,AMC,39.65
1235-001R-A,1235,001,A,VW,19/08/2016,Diff,PASS,AMC,39.65
1209-045-A,1209,045,A,Michelotto,19/08/2016,Gearbox,PASS,RC,66.05
1202B-166-A,1202B,166,A,Skoda,18/08/2016,Gearbox,FAIL,DJF,57.1
1202B-165-A,1202B,165,A,Skoda,18/08/2016,Gearbox,FAIL,DJF,57.25
1202B-163-A.,1202B,163,A,Skoda,18/08/2016,Gearbox,FAIL,DJF,57.45
1202B-166R-A,1202B,166,A,Skoda,19/08/2016,Diff,PASS,TRM,36.3
1202B-165R-A,1202B,165,A,Skoda,19/08/2016,Diff,PASS,TRM,36.3
1159C-014-C,1159C,014,C,JOTA,19/08/2016,Gearbox,FAIL,RC,65.55
1046T-002-A,1046T,002,A,Frd Motorsports,22/08/2016,Gearbox,PASS,PS,36.4
1046T-003-A,1046T,003,A,Frd Motorsports,22/08/2016,Gearbox,PASS,PS,36.4
1046T-004-A,1046T,004,A,Frd Motorsports,22/08/2016,Gearbox,PASS,PS,36.4
1233B-005-A,1233B,005,A,Dragon,22/08/2016,Gearbox,PASS,PS,26.15
1233B-006-A,1233B,006,A,Dragon,23/08/2016,Gearbox,PASS,PS,26.15
1233A-006-A,1233A,006,A,Mahindra,23/08/2016,Gearbox,PASS,PS,26.2
1233B-004-A,1233B,004,A,Dragon,23/08/2016,Gearbox,PASS,PS,26.2
1233A-007-A,1233A,007,A,Mahindra,23/08/2016,Gearbox,PASS,PS,26.15
1159C-018-B,1159C,018,B,Oreca,23/08/2016,Gearbox,FAIL,PS,64.75
1152-072-B,1152,072,B,Oreca,24/08/2016,Gearbox,PASS,TO,62.4
1209-047-A,1209,047,A,Michelotto,25/08/2016,Gearbox,PASS,PS,66.5
1209-048-A,1209,048,A,Michelotto,25/08/2016,Gearbox,PASS,PS,66.5
1202B-168-A,1202B,168,A,Skoda,25/08/2016,Gearbox,PASS,PS,57.65
529Y-086-A,529Y,086,A,Nismo,26/08/2016,Gearbox,PASS,PS,59.9
1202B-170R-A,1202B,170,A,Skoda,26/08/2016,Diff,PASS,TRM,36.15
1202B-169R-A,1202B,169,A,Skoda,26/08/2016,Diff,PASS,TRM,36.15
1202B-167-A,1202B,167,A,Skoda,25/08/2016,Gearbox,FAIL,PS,57.55
1202B-169-A,1202B,169,A,Skoda,25/08/2016,Gearbox,FAIL,PS,57.55
1202B-170-A,1202B,170,A,Skoda,25/08/2016,Gearbox,FAIL,PS,57.5
1202B-168R-A,1202B,168,A,Skoda,26/08/2016,Diff,PASS,TRM,36.25
1202B-167R-A,1202B,167,A,Skoda,26/08/2016,Diff,PASS,TRM,36.25
1235-004F-A,1235,004,A,VW,30/08/2016,Diff,FAIL,PS,39.85
1235-003R-A,1235,003,A,VW,30/08/2016,Diff,FAIL,PS,39.65
1529B-226-A,1529B,226,A,Lamborghini,30/08/2016,Gearbox,PASS,RC,63.1
1529B-227-A,1529B,227,A,Lamborghini,30/08/2016,Gearbox,PASS,RC,63.1
1529B-229-A,1529B,229,A,Lamborghini,30/08/2016,Gearbox,PASS,RC,63.1
1529B-228-A,1529B,228,A,Lamborghini,30/08/2016,Gearbox,PASS,RC,63.1
1159D-025-A,1159D,025,A,Bykolles,31/08/2016,Gearbox,PASS,PS,67.85
1202B-171-B,1202B,171,B,Skoda,31/08/2016,Gearbox,FAIL,TRM,57.6
1202B-174-A,1202B,174,A,Skoda,31/08/2016,Gearbox,FAIL,TRM,57.6
1202B-173-A,1202B,173,A,Skoda,31/08/2016,Gearbox,FAIL,TRM,57.6
1202B-172-A,1202B,172,A,Skoda,31/08/2016,Gearbox,FAIL,TRM,57.65
1192B-VP9-A,1192B,VP9,A,Pagani,31/08/2016,Gearbox,PASS,PS,113.65
1159FB-027-A,1159FB,027,A,Riley,01/09/2016,Gearbox,FAIL,RC,67.1
1159FB-026-A,1159FB,026,A,Riley,02/09/2016,Gearbox,FAIL,RC,67.2
1152-096-A,1152,096,A,Ginetta,05/09/2016,Gearbox,PASS,RC,66.75
1152-097-A,1152,097,A,Ginetta,05/09/2016,Gearbox,PASS,RC,66.75
1152-098-A,1152,098,A,Ginetta,05/09/2016,Gearbox,PASS,RC,66.75
600-039-F,600,039,F,Motorbase,05/09/2016,Gearbox,PASS,RC,69.7
1209-050-A,1209,050,A,Michelotto,06/09/2016,Gearbox,PASS,PS,66.5
1209-049-A,1209,049,A,Michelotto,06/09/2016,Gearbox,PASS,PS,66.45
1202B-171R-A,1202B,171,A,Skoda,06/09/2016,Diff,PASS,RC,36.2
1202B-172R-A,1202B,172,A,Skoda,07/09/2016,Diff,PASS,RC,36.15
1202B-173R-A,1202B,173,A,Skoda,07/09/2016,Diff,PASS,RC,36.15
1202B-174R-A,1202B,174,A,Skoda,07/09/2016,Diff,PASS,TRM,36.2
600-045-E,600,045,E,Motorbase,07/09/2016,Gearbox,PASS,PS,69.4
1192B-PP3-A,1192B,PP3,A,Pagani,07/09/2016,Gearbox,PASS,PS,113.1
1529B-230-A,1529B,230,A,Lamborghini,08/09/2016,Gearbox,PASS,PS,63.15
1529B-231-A,1529B,231,A,Lamborghini,08/09/2016,Gearbox,PASS,PS,63.1
1529B-232-A,1529B,232,A,Lamborghini,08/09/2016,Gearbox,PASS,PS,63.15
1529B-233-A,1529B,233,A,Lamborghini,08/09/2016,Gearbox,PASS,PS,63.05
1159FC-028-A,1159FC,028,A,Dallara,08/09/2016,Gearbox,FAIL,PS,65.1
1202B-178-A,1202B,178,A,Skoda,08/09/2016,Gearbox,FAIL,PS,57.5
1202B-177-A,1202B,177,A,Skoda,08/09/2016,Gearbox,FAIL,PS,57.6
1202B-176-A,1202B,176,A,Skoda,08/09/2016,Gearbox,FAIL,PS,57.7
1202B-175-A,1202B,175,A,Skoda,08/09/2016,Gearbox,FAIL,PS,57.45
1152-101-A,1152,101,A,Oreca,09/09/2016,Gearbox,PASS,PS,65.4
1152-102-A,1152,102,A,Oreca,09/09/2016,Gearbox,PASS,PS,65.4
1202B-176R-A,1202B,176,A,Skoda,09/09/2016,Diff,PASS,TRM,36.3
1529A-234-A,1529A,234,A,Mclaren Gt,09/09/2016,Gearbox,PASS,RC,57.9
1529A-235-B,1529A,235,B,Mclaren Gt,09/09/2016,Gearbox,PASS,RC,57.85
1202B-175R-A,1202B,175,A,Skoda,12/09/2016,Diff,PASS,PS,36.25
1192A-EP2-E,1192A,EP2,E,Pagani,12/09/2016,Gearbox,FAIL,PS,114.75
1202B-177R-A,1202B,177,A,Skoda,12/09/2016,Diff,PASS,PS,36.15
1202B-182-A,1202B,182,A,Skoda,12/09/2016,Gearbox,PASS,JAS,57.45
1202B-181-A,1202B,181,A,Skoda,12/09/2016,Gearbox,PASS,PS,57.65
1202B-179R-A,1202B,179,A,Skoda,13/09/2016,Diff,PASS,PS,36.2
1202B-178R-A,1202B,178,A,Skoda,13/09/2016,Diff,PASS,PS,36.2
1202B-180R-A,1202B,180,A,Skoda,13/09/2016,Diff,PASS,PS,36.2
1202B-177R-A,1202B,177,A,Skoda,13/09/2016,Diff,PASS,PS,36.2
1202B-181R-A,1202B,181,A,Skoda,13/09/2016,Diff,PASS,PS,36.2
1202B-182R-A,1202B,182,A,Skoda,13/09/2016,Diff,PASS,PS,36.2
1202B-179-A,1202B,179,A,Skoda,12/09/2016,Gearbox,FAIL,JAS,57.6
1202B-180-A,1202B,180,A,Skoda,12/09/2016,Gearbox,FAIL,JAS,57.7
1152-104-A,1152,104,A,Oreca,13/09/2016,Gearbox,PASS,PS,65.3
1152-043-C,1152,043,C,Ultimate,13/09/2016,Gearbox,PASS,PS,64.65
1152-103-A,1152,103,A,Oreca,13/09/2016,Gearbox,PASS,PS,64.2
1159C-020-B,1159C,020,B,TDS,13/09/2016,Gearbox,FAIL,PS,64.3
1152-105-A,1152,105,A,Oreca,13/09/2016,Gearbox,PASS,TRM,65.55
1529B-236-A,1529B,236,A,Lamborghini,15/09/2016,Gearbox,PASS,TRM,63.1
1529B-237-A,1529B,237,A,Lamborghini,15/09/2016,Gearbox,PASS,TRM,63.1
1202B-183R-A,1202B,183,A,Skoda,15/09/2016,Diff,PASS,TRM,36.2
1529B-238-A,1529B,238,A,Lamborghini,15/09/2016,Gearbox,PASS,TRM,63.45
1202B-184R-A,1202B,184,A,Skoda,15/09/2016,Diff,PASS,TRM,36.2
1202B-186R-A,1202B,186,A,Skoda,15/09/2016,Diff,PASS,TRM,36.2
1529B-239-A,1529B,239,A,Lamborghini,15/09/2016,Gearbox,PASS,TRM,63.25
1202B-185R-A,1202B,185,A,Skoda,15/09/2016,Diff,PASS,TRM,36.2
1159FA-029-A,1159FA,029,A,Oreca,15/09/2016,Gearbox,FAIL,PS,65.75
1152-107-B,1152,107,B,Oreca,16/09/2016,Gearbox,PASS,TRM,67
1152-106-B,1152,106,B,Oreca,16/09/2016,Gearbox,PASS,TRM,67.25
1152-106-A,1152,106,A,Oreca,16/09/2016,Gearbox,PASS,TRM,67.25
1152-107-A,1152,107,A,Oreca,16/09/2016,Gearbox,PASS,TRM,67.05
1202B-183-A,1202B,183,A,Skoda,16/09/2016,Gearbox,FAIL,PS,57.55
1202B-185-A,1202B,185,A,Skoda,16/09/2016,Gearbox,FAIL,PS,57.6
1202B-186-A,1202B,186,A,Skoda,16/09/2016,Gearbox,FAIL,PS,57.55
1202B-184-A,1202B,184,A,Skoda,16/09/2016,Gearbox,FAIL,PS,57.6
427G-001-A,427G,001,A,NOVA,16/09/2016,Gearbox,FAIL,PS,37.25
532-165-A,532,165,A,Abarth,19/09/2016,Gearbox,PASS,PS,65.8
427G-002-A,427G,002,A,NOVA,19/09/2016,Gearbox,FAIL,PS,37.3
1233A-001-D,1233A,001,D,Mahindra,20/09/2016,Gearbox,PASS,PS,26.25
1233A-001-E,1233A,001,E,Mahindra,20/09/2016,Gearbox,PASS,PS,26.25
1192B-PP6-A,1192B,PP6,A,Pagani,20/09/2016,Gearbox,PASS,PS,114.1
1159FA-023-A,1159FA,023,A,Oreca,21/09/2016,Gearbox,FAIL,TRM,65.45
1152D-099-A,1152D,099,A,OAK,21/09/2016,Gearbox,PASS,TRM,68.6
1152D-100-A,1152D,100,A,OAK,21/09/2016,Gearbox,PASS,TRM,68.6
1202B-187-A,1202B,187,A,Skoda,21/09/2016,Gearbox,PASS,TRM,57.45
1202B-188-A,1202B,188,A,Skoda,21/09/2016,Gearbox,PASS,PS,57.55
1202B-190-A,1202B,190,A,Skoda,21/09/2016,Gearbox,PASS,ODG,57.55
1202B-189-A,1202B,189,A,Skoda,21/09/2016,Gearbox,PASS,PS,57.5
532-157R-A,532,157,A,Abarth,22/09/2016,Diff,PASS,RC,36.8
1202B-188R-A,1202B,188,A,Skoda,22/09/2016,Diff,PASS,RC,36.8
1202B-187R-A,1202B,187,A,Skoda,22/09/2016,Diff,PASS,RC,36.15
1202B-189R-A,1202B,189,A,Skoda,22/09/2016,Diff,PASS,RC,36.3
1202B-190R-A,1202B,190,A,Skoda,22/09/2016,Diff,PASS,RC,36.3
532-157R-B,532,157,B,Abarth,22/09/2016,Diff,FAIL,RC,36.3
1152-108-A,1152,108,A,Oreca,23/09/2016,Gearbox,PASS,TRM,66.1
1152-109-A,1152,109,A,Oreca,23/09/2016,Gearbox,PASS,TRM,65.95
1152-111-A,1152,111,A,Oreca,23/09/2016,Gearbox,PASS,TRM,66.3
1152-110-A,1152,110,A,Oreca,23/09/2016,Gearbox,PASS,TRM,66.1
1159FC-034-A,1159FC,034,A,Dallara,23/09/2016,Gearbox,FAIL,TRM,64.95
1159FC-033-A,1159FC,033,A,Dallara,23/09/2016,Gearbox,FAIL,TRM,64.95
1159FC-032-A,1159FC,032,A,Dallara,23/09/2016,Gearbox,FAIL,RC,63.8
426G-001-A,426G,001,A,Lotus,23/09/2016,Gearbox,PASS,AMC,46.1
426G-002-A,426G,002,A,Lotus,23/09/2016,Gearbox,PASS,AMC,46.15
426G-003-A,426G,003,A,Lotus,26/09/2016,Gearbox,PASS,PS,46.05
426G-004-A,426G,004,A,Lotus,26/09/2016,Gearbox,PASS,PS,46
426G-006-A,426G,006,A,Lotus,26/09/2016,Gearbox,PASS,RC,46.1
426G-009-A,426G,009,A,Lotus,26/09/2016,Gearbox,PASS,RC,46.1
426G-005-A,426G,005,A,Lotus,27/09/2016,Gearbox,PASS,RC,46.15
426G-007-A,426G,007,A,Lotus,27/09/2016,Gearbox,PASS,RC,46.15
426G-008-A,426G,008,A,Lotus,27/09/2016,Gearbox,PASS,RC,46.1
426G-010-A,426G,010,A,Lotus,27/09/2016,Gearbox,PASS,RC,46.1
1202B-192-A,1202B,192,A,Skoda,28/09/2016,Gearbox,PASS,ODG,57.55
1202B-194-A,1202B,194,A,Skoda,28/09/2016,Gearbox,PASS,ODG,57.5
1202B-193-A,1202B,193,A,Skoda,28/09/2016,Gearbox,FAIL,ML,57.75
1202B-191-A,1202B,191,A,Skoda,28/09/2016,Gearbox,FAIL,ML,57.65
1202B-191R-A,1202B,191,A,Skoda,28/09/2016,Diff,PASS,PS,36.3
1202B-192R-A,1202B,192,A,Skoda,28/09/2016,Diff,PASS,PS,36.3
1202B-194R-A,1202B,194,A,Skoda,28/09/2016,Diff,PASS,RC,36.3
1192B-PP5-B,1192B,PP5,B,Pagani,28/09/2016,Gearbox,FAIL,RC,113.9
1192B-PP7-A,1192B,PP7,A,Pagani,28/09/2016,Gearbox,FAIL,RC,113.9
1152-115-A,1152,115,A,Ginetta,29/09/2016,Gearbox,PASS,RC,68.45
1192B-PP8-A,1192B,PP8,A,Pagani,28/09/2016,Gearbox,FAIL,RC,113.4
1152-114-A,1152,114,A,Ginetta,29/09/2016,Gearbox,PASS,PS,68.4
1152-112-A,1152,112,A,Ginetta,29/09/2016,Gearbox,PASS,PS,66.8
529V-087-A,529V,087,A,NOVA,29/09/2016,Gearbox,PASS,PS,60.05
1152-113-A,1152,113,A,Ginetta,29/09/2016,Gearbox,FAIL,PS,67
1529E-006-A,1529E,006,A,Honda,29/09/2016,Gearbox,PASS,PS,57.7
1529E-007-A,1529E,007,A,Honda,29/09/2016,Gearbox,FAIL,PS,57.8
1159FC-036-A,1159FC,036,A,Dallara,30/09/2016,Gearbox,FAIL,PS,65.25
1159FC-035-A,1159FC,035,A,Dallara,30/09/2016,Gearbox,FAIL,PS,65.25
1159FC-037-A,1159FC,037,A,Dallara,30/09/2016,Gearbox,FAIL,PS,65.25
1159FB-038-A,1159FB,038,A,Riley,30/09/2016,Gearbox,FAIL,PS,67.05
1232B-006-B,1232B,006,B,TMR,07/10/2016,Gearbox,PASS,PS,56.55
522-039R-C,522,039,C,X-raid,10/10/2016,Diff - Rear,PASS,PS,53.75
522-007R-L,522,007,L,X-raid,10/10/2016,Diff - Rear,PASS,PS,54.05
522-037F-C,522,037,C,X-raid,10/10/2016,Diff - Front,PASS,PS,53.75
1152-116-A,1152,116,A,Davytec,11/10/2016,Gearbox,PASS,PS,67.15
1192A-EP6-C,1192A,EP6,C,Pagani,11/10/2016,Gearbox,FAIL,PS,115.85
1152-117-A,1152,117,A,Oreca,12/10/2016,Gearbox,FAIL,PS,67.25
1202B-196R-A,1202B,196,A,Skoda,12/10/2016,Diff,PASS,RC,36.25
1202B-195R-A,1202B,195,A,Skoda,12/10/2016,Diff,PASS,RC,36.15
1192A-EP1-D,1192A,EP1,D,Pagani,11/10/2016,Gearbox,FAIL,PS,115.85
1202B-197R-A,1202B,197,A,Skoda,12/10/2016,Diff,PASS,RC,36.25
1152-072-C,1152,072,C,Oreca,13/10/2016,Gearbox,PASS,PS,67.05
1152-104-B,1152,104,B,Oreca,13/10/2016,Gearbox,PASS,PS,67.3
1152-120-A,1152,120,A,Oreca,14/10/2016,Gearbox,PASS,PS,67.25
1152-118-A,1152,118,A,Oreca,14/10/2016,Gearbox,PASS,PS,67.15
1152-119-A,1152,119,A,Oreca,14/10/2016,Gearbox,PASS,PS,67.2
1159FA-039-A,1159FA,039,A,Oreca,14/10/2016,Gearbox,FAIL,PS,65.35
1152-121-A,1152,121,A,Oreca,14/10/2016,Gearbox,PASS,PS,67.55
1202B-197-A,1202B,197,A,Skoda,17/10/2016,Gearbox,PASS,PS,57.5
1202B-196-A,1202B,196,A,Skoda,17/10/2016,Gearbox,FAIL,PS,57.65
1202B-195-A,1202B,195,A,Skoda,17/10/2016,Gearbox,FAIL,PS,57.7
1202B-198-A,1202B,198,A,Skoda,17/10/2016,Gearbox,FAIL,PS,57.6
1007-125C-A,1007,125,A,Pagani,20/10/2016,Gearbox,FAIL,RC,107.8
529V-089-A,529V,089,A,NOVA,21/10/2016,Gearbox,FAIL,PS,60.6
529V-088-A,529V,088,A,NOVA,21/10/2016,Gearbox,FAIL,PS,60.7
1202B-198R-A,1202B,198,A,Skoda,21/10/2016,Diff,PASS,PS,36.2
1529A-076-C,1529A,076,C,Mclaren Gt,24/10/2016,Gearbox,PASS,PS,57.35
1529A-013-C,1529A,013,C,Mclaren Gt,24/10/2016,Gearbox,PASS,PS,57.35
1159FA-041-A,1159FA,041,A,Oreca,25/10/2016,Gearbox,FAIL,RC,65.75
1192A-EP1-E,1192A,EP1,E,Pagani,26/10/2016,Gearbox,PASS,PS,114.3
1152-124-A,1152,124,A,Oreca,26/10/2016,Gearbox,PASS,RC,67.55
1152-122-A,1152,122,A,Oreca,26/10/2016,Gearbox,PASS,RC,67.05
1152-123-A,1152,123,A,Oreca,26/10/2016,Gearbox,PASS,RC,67.1
1046T-005-A,1046T,005,A,Stock,26/10/2016,Gearbox,PASS,RC,36.4
1046T-006-A,1046T,006,A,Stock,26/10/2016,Gearbox,PASS,RC,36.4
1529A-126-C,1529A,126,C,Mclaren Gt,27/10/2016,Gearbox,PASS,PS,58.3
1152-041-B,1152,041,B,Ginetta,27/10/2016,Gearbox,PASS,PS,66.25
1152-125-A,1152,125,A,Oreca,27/10/2016,Gearbox,PASS,PS,66.9
1233B-001-B,1233B,001,B,Dragon,28/10/2016,Gearbox,PASS,AMC,26.05
1007-004C-E,1007,004,E,Pagani,02/11/2016,Gearbox,PASS,PS,108.4
1192B-PP4-A,1192B,PP4,A,Pagani,03/11/2016,Gearbox,FAIL,PS,113.3
600-063-B,600,063,B,Prodrive,09/11/2016,Gearbox,PASS,PS,69.4
600-064-B,600,064,B,Prodrive,09/11/2016,Gearbox,FAIL,PS,71.4
1159FB-042-A,1159FB,042,A,Riley,10/11/2016,Gearbox,FAIL,PS,66.85
283-016-B,283,016,B,Solution F,14/11/2016,Gearbox,PASS,PS,74.95
1159C-015-B,1159C,015,B,Oreca,14/11/2016,Gearbox,FAIL,PS,66.95
529V-092-A,529V,092,A,NOVA,15/11/2016,Gearbox,FAIL,PS,60.45
529V-090-A,529V,090,A,NOVA,15/11/2016,Gearbox,FAIL,PS,60.5
529V-091-A,529V,091,A,NOVA,15/11/2016,Gearbox,FAIL,PS,60.6
1159F-007-D,1159F,007,D,TDS,15/11/2016,Gearbox,FAIL,RC,68.95
5291R-001-A,5291R,001,A,BMW,17/11/2016,Gearbox,PASS,RC,57.5
5291R-001-A-HT,5291R,001,A,BMW,17/11/2016,Gearbox,PASS,RC,57.5
5291R-002-A,5291R,002,A,BMW,17/11/2016,Gearbox,FAIL,RC,56.3
522-024F-C,522,024,C,X-raid,19/11/2016,Diff - Front,PASS,RC,53.85
1159FB-040-A,1159FB,040,A,Riley,21/11/2016,Gearbox,FAIL,PS,67.3
1152-126-A,1152,126,A,Dc Racing,23/11/2016,Gearbox,PASS,ML,66.4
522-003F-J,522,003,J,X-raid,23/11/2016,Diff - Front,PASS,TO,53.7
522-030R-D,522,030,D,X-raid,24/11/2016,Diff - Rear,PASS,PS,53.85
522-026R-C,522,026,C,X-raid,24/11/2016,Diff - Rear,PASS,PS,54.05
1152-127-A,1152,127,A,Oreca,25/11/2016,Gearbox,PASS,PS,66.8
1152-128-A,1152,128,A,Oreca,28/11/2016,Gearbox,PASS,PS,66.95
1233B-001-C,1233B,001,C,Dragon,28/11/2016,Gearbox,PASS,PS,26.45
1152-129-A,1152,129,A,Oreca,28/11/2016,Gearbox,PASS,PS,66.8
522-053F-B,522,053,B,X-raid,30/11/2016,Diff - Front,PASS,RC,53.8
1159F-012-D,1159F,012,D,Dragon Speed,30/11/2016,Gearbox,PASS,RC,67.1
1192B-VP9-B,1192B,VP9,B,Pagani,05/12/2016,Gearbox,FAIL,PS,114.2
1233B-001-D,1233B,001,D,Dragon,05/12/2016,Gearbox,PASS,PS,26.5
522-010F-H,522,010,H,X-raid,06/12/2016,Diff - Front,PASS,RC,53.75
1233B-001-E,1233B,001,E,Dragon,08/12/2016,Gearbox,PASS,PS,26.1
522-008R-J,522,008,J,X-raid,09/12/2016,Diff - Rear,PASS,PS,54.05
1209-053-A,1209,053,A,Michelotto,09/12/2016,Gearbox,PASS,RC,66.4
1209-051-A,1209,051,A,Michelotto,09/12/2016,Gearbox,PASS,RC,66.65
1209-052-A,1209,052,A,Michelotto,09/12/2016,Gearbox,PASS,RC,66.45
1192B-PP9-A,1192B,PP9,A,Pagani,12/12/2016,Gearbox,FAIL,PS,113.55
1007-106C-B,1007,106,B,Pagani,12/12/2016,Gearbox,PASS,PS,108.05
1232B-010R-A,1232B,010,A,TMR,13/12/2016,Diff,PASS,PS,22.8
1232B-011-A,1232B,011,A,TMR,13/12/2016,Gearbox,FAIL,PS,56.25
1232B-012R-A,1232B,012,A,TMR,15/12/2016,Diff,PASS,PS,22.85
1232B-013R-A,1232B,013,A,TMR,15/12/2016,Diff,PASS,PS,22.7
1232B-012-A,1232B,012,A,TMR,15/12/2016,Gearbox,FAIL,PS,56.5
1152-135-A,1152,135,A,Oreca,15/12/2016,Gearbox,PASS,ML,66.9
1232B-013-A,1232B,013,A,TMR,15/12/2016,Gearbox,FAIL,PS,56.3
1152-137-A,1152,137,A,Oreca,15/12/2016,Gearbox,PASS,PS,66.95
1529E-010-A,1529E,010,A,Honda,15/12/2016,Gearbox,FAIL,ML,57.8
1529E-009-A,1529E,009,A,Honda,15/12/2016,Gearbox,FAIL,ML,57.8
1529E-008-A,1529E,008,A,Honda,15/12/2016,Gearbox,FAIL,ML,57.85
1152-136-A,1152,136,A,Oreca,15/12/2016,Gearbox,FAIL,ML,66.9
1152-138-A,1152,138,A,Oreca,15/12/2016,Gearbox,FAIL,PS,66.7
522-052F-C,522,052,C,X-raid,16/12/2016,Diff - Front,PASS,RC,53.85
522-025R-E,522,025,E,X-raid,16/12/2016,Diff - Rear,FAIL,RC,53.85
1224-002-A,1224,002,A,TMG,16/12/2016,Gearbox,FAIL,ML,63.75
1209-054-A,1209,054,A,Michelotto,19/12/2016,Gearbox,PASS,RC,66.45
1159FC-014-D,1159FC,014,D,JOTA,20/12/2016,Gearbox,FAIL,PS,67.7
529V-093-A,529V,093,A,TRD,21/12/2016,Gearbox,PASS,RC,60.1
1232-014R-A,1232,014,A,TMR,21/12/2016,Diff,PASS,RC,22.8
